Date,Product,Price,Description
4/24/2026,"Khadlaj Island Dreams – Fruity, Floral, Woody, Musky – Extrait de Parfum Long-Lasting Fragrance for Unisex, 3.4 Ounce",45.5,"Khadlaj Island Dreams Extrait de Parfum for Unisex is a refreshing and modern fragrance that evokes the essence of a serene island escape. It opens with the lively zest of bergamot and the warm spice of ginger, creating an invigorating start that instantly awakens the senses. At the heart lies a vibrant grapefruit accord, bringing a burst of citrusy brightness and tropical charm. The fragrance settles into a smooth, sensual base of ambroxan and musk, adding depth and long-lasting allure. Perfect for both men and women, Island Dreams is a versatile and uplifting scent ideal for everyday elegance or special occasions."
